dataset,embedding,regressor,strategy,method_label,auc_normalized_pred,file_path
AD-4-5-3,sei,RandomForestRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.36734599674,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,MLPRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.4260763474218499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,HistGradientBoostingRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.2615483750555,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.287564196337,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,sei,KNeighborsRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/sei_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,LinearRegression,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.259095454911,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,RandomForestRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.1884332826112499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,MLPRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.2921236044257499,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,HistGradientBoostingRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.1862348089504999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.26841811761635,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,onehot_pca,KNeighborsRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,LinearRegression,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,LinearRegression,highExpression,evo_LinearRegression,0.2746079022955,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,RandomForestRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.2871296502329999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,MLPRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.3052293622245,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,HistGradientBoostingRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.2264119115705,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.2620534052725,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-3,evo,KNeighborsRegressor,random,random,0.2385667254159999,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-3/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,LinearRegression,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,LinearRegression,highExpression,sei_LinearRegression,0.065149122412225,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,RandomForestRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.0987822996868249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,MLPRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.0851749825449749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,HistGradientBoostingRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.136194247778225,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.1220894544912,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,sei,KNeighborsRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/sei_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,LinearRegression,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.223104015961775,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,RandomForestRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.201129436129425,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,MLPRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.15022321114485,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,HistGradientBoostingRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.240603955461975,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.174839553204975,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,onehot_pca,KNeighborsRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,LinearRegression,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,LinearRegression,highExpression,evo_LinearRegression,0.1409740004256749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,RandomForestRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.1366912251394749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,MLPRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.1388612420319749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,HistGradientBoostingRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.1897031032157249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.2054541641659749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-3-5-1,evo,KNeighborsRegressor,random,random,0.103301586418075,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-3-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,LinearRegression,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,LinearRegression,highExpression,sei_LinearRegression,0.239707250173125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,RandomForestRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.205689217538875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,MLPRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.201418044339125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,HistGradientBoostingRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.140488238236125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.120473343614875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,sei,KNeighborsRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/sei_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,LinearRegression,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.163057319330125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,RandomForestRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.151784216300125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,MLPRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.191257142769625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,HistGradientBoostingRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.162784040697375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.1497554930163749,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,onehot_pca,KNeighborsRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/onehot_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,LinearRegression,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,LinearRegression,highExpression,evo_LinearRegression,0.143709816117625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,RandomForestRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.251899517695875,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,MLPRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.129175689457125,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,HistGradientBoostingRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,HistGradientBoostingRegressor,highExpression,evo_HistGradientBoostingRegressor,0.1437984328611249,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,KNeighborsRegressor,highExpression,evo_KNeighborsRegressor,0.158169705099625,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-5-1,evo,KNeighborsRegressor,random,random,0.167406561179375,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-5-1/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,LinearRegression,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,LinearRegression,highExpression,sei_LinearRegression,0.3959741613446887,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,RandomForestRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,RandomForestRegressor,highExpression,sei_RandomForestRegressor,0.2610338016394912,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,MLPRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,MLPRegressor,highExpression,sei_MLPRegressor,0.1841185533765437,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,HistGradientBoostingRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,HistGradientBoostingRegressor,highExpression,sei_HistGradientBoostingRegressor,0.1627809315146487,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,KNeighborsRegressor,highExpression,sei_KNeighborsRegressor,0.1400955028981488,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,sei,KNeighborsRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/sei_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,LinearRegression,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,LinearRegression,highExpression,onehot_pca_LinearRegression,0.1278919717777987,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,RandomForestRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,RandomForestRegressor,highExpression,onehot_pca_RandomForestRegressor,0.1245120500100962,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,MLPRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,MLPRegressor,highExpression,onehot_pca_MLPRegressor,0.1181403372955987,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,HistGradientBoostingRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,HistGradientBoostingRegressor,highExpression,onehot_pca_HistGradientBoostingRegressor,0.1306907650358987,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,KNeighborsRegressor,highExpression,onehot_pca_KNeighborsRegressor,0.1127766522132487,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,onehot_pca,KNeighborsRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/onehot_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,LinearRegression,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,LinearRegression,highExpression,evo_LinearRegression,0.1378998805698462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,RandomForestRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,RandomForestRegressor,highExpression,evo_RandomForestRegressor,0.2073511756121488,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,MLPRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,MLPRegressor,highExpression,evo_MLPRegressor,0.1025521937523987,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
AD-4-2-3,evo,HistGradientBoostingRegressor,random,random,0.1130187889943462,/storage2/wangzitongLab/lizelun/project/gene_circuit_design/results/166k_2024_regulators_auto_gen/AD-4-2-3/evo2_pca/combined_all_custom_metrics.csv
